Date,Month_Name,Month_Num,Customer_ID,Customer Name,Visit Type,Common_Value,Configuration,Location,Tower,Project Name,Parent Source,Lead Mode,Sourcing Manager,Closing Manger,Ethnicity,Age Group,Property Type,Married Status,Annual Income,No. of Children,Customer_ID2,Budget for property upto,Home owner,Purpose,Potential
8/21/2025,Aug,8,1597,NIRVAAN DARA,Fresh,1,{1bhk},Goregaon,B,Crescent,Channel Partner,Skyline Builders,Ayesha Date,Urvi Wason,Hindu,46-60,Ready To Move,Yes,0-25L,2,1597,"₹ 10,000,000.00",2nd Time,Self use,1
10/15/2025,Oct,10,1598,mishti sabharwal,Fresh,1,{1bhk},Malad,B,Crescent,Direct,Direct,Umang Khare,Shray Amble,Christian,25-35,Ready To Move,Yes,25L-50L,0,1598,"₹ 10,000,000.00",1st Time,Self use,0
11/30/2025,Nov,11,1599,SAKSHAM DASH,Fresh,1,{3bhk},Andheri,B,Vasudha,Direct,Direct,Jhanvi Madan,Vardaniya Thakur,Gujarati,25-35,Under Construction,Yes,25L-50L,3,1599,"₹ 20,000,000.00",2nd Time,Self use,0
11/29/2025,Nov,11,1600,miraan tank,Fresh,1,{1bhk},Kandivali,B,Crescent,Direct,Direct,Umang Khare,Urvi Wason,Gujarati,36-45,Under Construction,Yes,25L-50L,4,1600,"₹ 10,000,000.00",1st Time,Self use,1
12/29/2025,Dec,12,1601,TARINI RAVI,Fresh,1,{1bhk},Dadar,C,Crescent,Channel Partner,Infinity Realty,Umang Khare,Shray Amble,Jain,36-45,Ready To Move,No,25L-50L,3,1601,"₹ 10,000,000.00",2nd Time,Self use,1
10/26/2025,Oct,10,1602,jhanvi sule,2nd Time,1,{1bhk},Matunga,E,Triangle,Channel Partner,Skyline Builders,Ayesha Date,Vritika Bhakta,Jain,36-45,Under Construction,Yes,0-25L,4,1602,"₹ 10,000,000.00",2nd Time,Investment,0
2/11/2025,Feb,2,1603,NIRVAAN AHUJA,Fresh,1,{2bhk},Goregaon,B,Triangle,Channel Partner,Zenith Estates,Shray Sunder,Urvi Wason,Hindu,61-90,Ready To Move,Yes,0-25L,2,1603,"₹ 15,000,000.00",2nd Time,Self use,0
5/27/2025,May,5,1604,SUHANA SANE,2nd Time,1,{2bhk},Kandivali,B,Triangle,Channel Partner,MapleLeaf Realty,Jhanvi Madan,Urvi Wason,Marwardi,36-45,Under Construction,Yes,50L-75L,3,1604,"₹ 15,000,000.00",2nd Time,Self use,0
10/28/2025,Oct,10,1605,RYAN DEY,2nd Time,1,{1bhk},Kandivali,D,Vallia,Channel Partner,Union Realty Group,Tiya Gour,Divyansh Ramachandran,Punjabi,25-35,Under Construction,No,0-25L,1,1605,"₹ 10,000,000.00",1st Time,Self use,0
7/19/2025,Jul,7,1606,dharmajan bava,Fresh,1,{2bhk},Kandivali,B,Crescent,Direct,Direct,Alia Dube,Divyansh Ramachandran,Marwardi,36-45,Under Construction,Yes,0-25L,3,1606,"₹ 15,000,000.00",1st Time,Self use,0
5/1/2025,May,5,1607,kanav badal,Fresh,1,{2bhk},Chandivali,A,Crescent,Direct,Direct,Fateh Handa,Divyansh Ramachandran,Jain,46-60,Under Construction,Yes,50L-75L,4,1607,"₹ 15,000,000.00",1st Time,Investment,0
9/21/2025,Sep,9,1608,DARSHIT GALA,2nd Time,1,{2bhk},Kandivali,B,Vasudha,Channel Partner,Genesis Estates,Adira Tank,Hansh Srivastava,Jain,36-45,Ready To Move,No,0-25L,3,1608,"₹ 15,000,000.00",1st Time,Investment,0
10/6/2025,Oct,10,1609,adira iyer,2nd Time,1,{2bhk},Malad,B,Vallia,Channel Partner,Infinity Realty,Ayesha Date,Indranil Rau,Gujarati,46-60,Ready To Move,No,25L-50L,2,1609,"₹ 15,000,000.00",2nd Time,Self use,1
7/8/2025,Jul,7,1610,ZARA BHALLA,Fresh,1,{2bhk},Matunga,E,Crescent,Channel Partner,NextGen Estates,Ayesha Date,Divyansh Ramachandran,Hindu,36-45,Under Construction,Yes,0-25L,4,1610,"₹ 15,000,000.00",2nd Time,Self use,0
3/7/2025,Mar,3,1611,indranil ben,2nd Time,1,{2bhk},Kandivali,A,Woods,Direct,Direct,Umang Khare,Urvi Wason,Hindu,25-35,Under Construction,Yes,50L-75L,1,1611,"₹ 15,000,000.00",1st Time,Self use,0
11/16/2025,Nov,11,1612,nehmat lanka,Fresh,1,{4bhk},Goregaon,C,Crescent,Direct,Direct,Sana Rege,Advik Chandra,Gujarati,46-60,Under Construction,Yes,75L-1Cr,4,1612,"₹ 15,000,000.00",2nd Time,Investment,0
10/5/2025,Oct,10,1613,NEELOFAR SAHNI,Fresh,1,{2bhk},Kandivali,C,Vasudha,Direct,Direct,Damini Din,Vritika Bhakta,Jain,36-45,Under Construction,Yes,50L-75L,2,1613,"₹ 15,000,000.00",1st Time,Self use,0
12/25/2025,Dec,12,1614,urvi amble,2nd Time,1,{1bhk},Kandivali,E,Vasudha,Direct,Direct,Samar Comar,Vardaniya Thakur,Jain,61-90,Under Construction,Yes,75L-1Cr,3,1614,"₹ 10,000,000.00",2nd Time,Investment,0
12/20/2025,Dec,12,1615,nayantara virk,Fresh,1,{1bhk},Matunga,A,Crescent,Direct,Direct,Adira Tank,Hansh Srivastava,Hindu,36-45,Under Construction,Yes,50L-75L,2,1615,"₹ 10,000,000.00",2nd Time,Investment,0
7/24/2025,Jul,7,1616,adira aggarwal,Fresh,1,{1bhk},Kandivali,C,Crescent,Channel Partner,LandMark Realty,Adira Tank,Vritika Bhakta,Jain,25-35,Under Construction,Yes,25L-50L,0,1616,"₹ 10,000,000.00",1st Time,Self use,0
10/26/2025,Oct,10,1617,JAYESH BADAL,2nd Time,1,{2bhk},Byculla,B,Triangle,Direct,Direct,Umang Khare,Vritika Bhakta,Jain,36-45,Under Construction,No,25L-50L,2,1617,"₹ 15,000,000.00",2nd Time,Self use,0
1/22/2025,Jan,1,1618,anya sangha,Fresh,1,{1bhk},Chandivali,C,Woods,Channel Partner,Sunset Holdings,Mehul Gara,Ishaan Balay,Hindu,25-35,Under Construction,No,0-25L,1,1618,"₹ 10,000,000.00",2nd Time,Investment,0
3/16/2025,Mar,3,1619,SUHANA DEVAN,2nd Time,1,{2bhk},Kandivali,B,Woods,Channel Partner,Prime Point Realty,Tiya Gour,Divit Sastry,Gujarati,46-60,Under Construction,Yes,25L-50L,3,1619,"₹ 15,000,000.00",2nd Time,Investment,0
10/5/2025,Oct,10,1620,VARDANIYA DUTT,Fresh,1,{2bhk},Kandivali,A,Crescent,Channel Partner,Skyline Builders,Umang Khare,Divit Sastry,Jain,36-45,Under Construction,Yes,0-25L,4,1620,"₹ 15,000,000.00",1st Time,Self use,0
11/7/2025,Nov,11,1621,jayan sidhu,Fresh,1,{2bhk},Bhandup,C,Crescent,Channel Partner,Evergreen Holdings,Shray Rajagopalan,Divyansh Ramachandran,Marwardi,46-60,Under Construction,Yes,25L-50L,2,1621,"₹ 15,000,000.00",2nd Time,Self use,0
7/4/2025,Jul,7,1622,keya sarin,Fresh,1,{3bhk},Matunga,D,Triangle,Channel Partner,Skyline Builders,Mehul Gara,Ishaan Balay,Hindu,36-45,Under Construction,Yes,50L-75L,4,1622,"₹ 20,000,000.00",1st Time,Investment,0
,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2025,May,5,1623,OORJA ZACHARIAH,Fresh,1,{2bhk},Malad,A,Woods,Direct,Direct,Shray Sunder,Urvi Wason,Gujarati,36-45,Under Construction,No,50L-75L,3,1623,"₹ 15,000,000.00",1st Time,Self use,0
10/30/2025,Oct,10,1624,misha shere,2nd Time,1,{1bhk},Malad,B,Vallia,Direct,Direct,Umang Khare,Shray Amble,Jain,46-60,Under Construction,Yes,1Cr>,3,1624,"₹ 10,000,000.00",1st Time,Self use,1
11/5/2025,Nov,11,1625,RHEA DUBE,Fresh,1,{2bhk},Sion,D,Woods,Channel Partner,Sterling Land,Jhanvi Madan,Indranil Rau,Hindu,36-45,Under Construction,No,50L-75L,3,1625,"₹ 15,000,000.00",1st Time,Self use,1
5/30/2025,May,5,1626,stuvan borra,2nd Time,1,{1bhk},Kopar Khairane,C,Crescent,Channel Partner,GoldenKey Estates,Jhanvi Madan,Advik Chandra,Marwardi,25-35,Under Construction,Yes,25L-50L,1,1626,"₹ 10,000,000.00",1st Time,Self use,0
10/22/2025,Oct,10,1627,YAKSHIT SARAN,2nd Time,1,{2bhk},Mira Road,C,Crescent,Channel Partner,Prime Ventures,Navya Kashyap,Indranil Rau,Christian,36-45,Ready To Move,Yes,0-25L,4,1627,"₹ 15,000,000.00",2nd Time,Self use,0
9/1/2025,Sep,9,1628,dhanuk iyengar,Fresh,1,{1bhk},Chandivali,A,Crescent,Channel Partner,PrimeAxis Developments,Jhanvi Madan,Advik Chandra,Jain,46-60,Under Construction,Yes,25L-50L,4,1628,"₹ 10,000,000.00",1st Time,Investment,0
4/10/2025,Apr,4,1629,saanvi khatri,Fresh,1,{3bhk},Chembur,B,Crescent,Channel Partner,NextGen Estates,Umang Khare,Urvi Wason,Muslim,25-35,Under Construction,Yes,25L-50L,3,1629,"₹ 20,000,000.00",1st Time,Self use,0
10/27/2025,Oct,10,1630,GATIK APTE,Fresh,1,{2bhk},Lower Parel,A,Vasudha,Direct,Direct,Ayesha Date,Shray Amble,Punjabi,36-45,Under Construction,Yes,25L-50L,4,1630,"₹ 15,000,000.00",2nd Time,Self use,0
8/4/2025,Aug,8,1631,jivika chakrabarti,Fresh,1,{1bhk},Santa Cruz,C,Triangle,Channel Partner,Infinity Realty,Tiya Gour,Divyansh Ramachandran,Jain,46-60,Under Construction,Yes,50L-75L,2,1631,"₹ 10,000,000.00",1st Time,Self use,1
5/18/2025,May,5,1632,jayesh tank,2nd Time,1,{1bhk},Malad,A,Crescent,Channel Partner,Skyline Builders,Tiya Gour,Divyansh Ramachandran,Jain,36-45,Under Construction,Yes,25L-50L,3,1632,"₹ 10,000,000.00",1st Time,Investment,0
3/15/2025,Mar,3,1633,chirag sha,Fresh,1,{1bhk},Goregaon,A,Vasudha,Channel Partner,Sapphire Holdings,Umang Khare,Vritika Bhakta,Jain,46-60,Ready To Move,Yes,25L-50L,2,1633,"₹ 10,000,000.00",1st Time,Self use,0
11/10/2025,Nov,11,1634,nayantara gour,Fresh,1,{2bhk},Mahim,E,Vasudha,Channel Partner,PrimeAxis Developments,Samar Comar,Hansh Srivastava,Jain,36-45,Under Construction,Yes,50L-75L,4,1634,"₹ 15,000,000.00",1st Time,Self use,0
11/13/2025,Nov,11,1635,KISMAT CHOPRA,Fresh,1,{2bhk},Kandivali,A,Woods,Channel Partner,Unity Realty,Damini Din,Hansh Srivastava,Hindu,36-45,Ready To Move,Yes,25L-50L,4,1635,"₹ 15,000,000.00",1st Time,Self use,0
5/11/2025,May,5,1636,hazel soman,Fresh,1,{1bhk},Goregaon,B,Triangle,Channel Partner,Prime Point Realty,Alia Dube,Advik Chandra,Jain,36-45,Under Construction,Yes,50L-75L,4,1636,"₹ 10,000,000.00",1st Time,Investment,1
4/13/2025,Apr,4,1637,INDRANS CHHABRA,Fresh,1,{2bhk},Kandivali,D,Crescent,Channel Partner,Vision Realty,Fateh Handa,Indranil Rau,Jain,36-45,Ready To Move,Yes,50L-75L,2,1637,"₹ 15,000,000.00",1st Time,Self use,0
6/9/2025,Jun,6,1638,bhavin walia,Fresh,1,{3bhk},Goregaon,A,Woods,Channel Partner,TrueSpace Realty,Tiya Gour,Urvi Wason,Christian,36-45,Under Construction,Yes,25L-50L,4,1638,"₹ 20,000,000.00",2nd Time,Self use,0
8/1/2025,Aug,8,1639,TIYA BORRA,Fresh,1,{2bhk},Borivali,C,Triangle,Channel Partner,RealVista Group,Shanaya Shetty,Divyansh Ramachandran,Marwardi,36-45,Under Construction,Yes,75L-1Cr,3,1639,"₹ 15,000,000.00",2nd Time,Investment,1
8/28/2025,Aug,8,1640,EVA LANKA,Fresh,1,{2bhk},Kandivali,B,Triangle,Channel Partner,Skyline Builders,Ayesha Date,Divit Sastry,Hindu,36-45,Under Construction,No,0-25L,4,1640,"₹ 15,000,000.00",2nd Time,Self use,1
4/21/2025,Apr,4,1641,ARADHYA SARRAF,Fresh,1,{1bhk},Chunabhatti,E,Vallia,Channel Partner,Aspire Realty,Samar Comar,Advik Chandra,Hindu,36-45,Under Construction,Yes,75L-1Cr,4,1641,"₹ 10,000,000.00",1st Time,Self use,0
10/7/2025,Oct,10,1642,ADAH RAMAN,Fresh,1,{2bhk},Kandivali,B,Vasudha,Direct,Direct,Sana Sarin,Divit Sastry,Punjabi,25-35,Under Construction,Yes,0-25L,0,1642,"₹ 15,000,000.00",2nd Time,Self use,1
,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2025,Sep,9,1643,dharmajan kapur,2nd Time,1,{2bhk},Vikhroli,D,Woods,Channel Partner,Prime Point Realty,Ahana Bhardwaj,Divyansh Ramachandran,Marwardi,36-45,Under Construction,Yes,25L-50L,2,1643,"₹ 15,000,000.00",1st Time,Investment,0
10/24/2025,Oct,10,1644,RAGHAV SETHI,Fresh,1,{2bhk},Kandivali,B,Triangle,Direct,Direct,Shray Sunder,Divit Sastry,Gujarati,25-35,Under Construction,Yes,25L-50L,0,1644,"₹ 15,000,000.00",2nd Time,Self use,1
10/26/2025,Oct,10,1645,jhanvi handa,Fresh,1,{2bhk},Sion,D,Triangle,Direct,Direct,Tiya Gour,Advik Chandra,Hindu,25-35,Under Construction,No,0-25L,0,1645,"₹ 15,000,000.00",1st Time,Self use,0
3/2/2025,Mar,3,1646,SAMIHA RAM,Fresh,1,{2bhk},Kandivali,C,Crescent,Direct,Direct,Yakshit Balan,Urvi Wason,Jain,25-35,Under Construction,Yes,75L-1Cr,1,1646,"₹ 15,000,000.00",2nd Time,Self use,0
11/28/2025,Nov,11,1647,MANJARI KAKAR,Fresh,1,{3bhk},Kandivali,B,Vasudha,Channel Partner,NewWave Estates,Ayesha Date,Divit Sastry,Gujarati,25-35,Under Construction,Yes,25L-50L,1,1647,"₹ 20,000,000.00",2nd Time,Investment,1
2/5/2025,Feb,2,1648,yasmin balay,Fresh,1,{2bhk},Goregaon,C,Crescent,Direct,Direct,Yakshit Balan,Divit Sastry,Punjabi,25-35,Under Construction,Yes,1Cr>,1,1648,"₹ 15,000,000.00",1st Time,Investment,1
11/1/2025,Nov,11,1649,MOHANLAL BUMB,Fresh,1,{2bhk},Grant Road,B,Woods,Channel Partner,Aspire Realty,Mehul Rajagopalan,Vritika Bhakta,Jain,25-35,Ready To Move,Yes,50L-75L,0,1649,"₹ 15,000,000.00",1st Time,Self use,0
11/6/2025,Nov,11,1650,tushar varghese,Fresh,1,{2bhk},Malad,D,Woods,Channel Partner,PrimeAxis Developments,Shray Sunder,Advik Chandra,Jain,36-45,Under Construction,Yes,0-25L,3,1650,"₹ 15,000,000.00",2nd Time,Self use,0
10/1/2025,Oct,10,1651,GATIK SARAN,Fresh,1,{1bhk},Kandivali,D,Crescent,Channel Partner,Vertex Realty,Shray Sunder,Divit Sastry,Gujarati,36-45,Under Construction,Yes,75L-1Cr,4,1651,"₹ 10,000,000.00",1st Time,Self use,0
11/2/2025,Nov,11,1652,mamooty sharaf,Fresh,1,{2bhk},Kandivali,A,Crescent,Channel Partner,Evolve Homes,Sana Sarin,Divyansh Ramachandran,Gujarati,36-45,Ready To Move,No,75L-1Cr,4,1652,"₹ 15,000,000.00",2nd Time,Self use,0
10/27/2025,Oct,10,1653,VIVAAN CHAUHAN,2nd Time,1,{2bhk},Malad,B,Crescent,Direct,Direct,Mehul Rajagopalan,Urvi Wason,Gujarati,46-60,Under Construction,Yes,50L-75L,2,1653,"₹ 15,000,000.00",1st Time,Self use,0
10/16/2025,Oct,10,1654,saanvi deol,2nd Time,1,{2bhk},Malad,A,Triangle,Channel Partner,Fortune Realty,Ahana Bhardwaj,Advik Chandra,Gujarati,61-90,Under Construction,Yes,25L-50L,2,1654,"₹ 15,000,000.00",1st Time,Self use,1
7/16/2025,Jul,7,1655,SHAMIK AHLUWALIA,Fresh,1,{2bhk},Malad,A,Crescent,Direct,Direct,Ahana Bhardwaj,Divyansh Ramachandran,Jain,36-45,Under Construction,No,25L-50L,3,1655,"₹ 15,000,000.00",1st Time,Self use,0
6/14/2025,Jun,6,1656,rhea chauhan,Fresh,1,{2bhk},Goregaon,B,Woods,Channel Partner,Skyline Builders,Neysa Mallick,Vritika Bhakta,Jain,36-45,Ready To Move,Yes,25L-50L,4,1656,"₹ 15,000,000.00",2nd Time,Self use,1
11/4/2025,Nov,11,1657,PARI CHAUHAN,Fresh,1,{1bhk},Byculla,C,Crescent,Channel Partner,Fortune Realty,Himmat Solanki,Urvi Wason,Marwardi,61-90,Under Construction,Yes,25L-50L,2,1657,"₹ 10,000,000.00",1st Time,Self use,0
6/4/2025,Jun,6,1658,RITVIK DUA,Fresh,1,{1bhk},Bandra,E,Vasudha,Direct,Direct,Damini Din,Divyansh Ramachandran,Marwardi,25-35,Under Construction,Yes,50L-75L,2,1658,"₹ 10,000,000.00",2nd Time,Self use,0
8/24/2025,Aug,8,1659,gokul hari,Fresh,1,{1bhk},Kandivali,B,Woods,Channel Partner,Allied Estates,Ayesha Date,Vritika Bhakta,Marwardi,61-90,Ready To Move,No,50L-75L,2,1659,"₹ 10,000,000.00",2nd Time,Self use,0
2/9/2025,Feb,2,1660,anika upadhyay,Fresh,1,{1bhk},Sewri,A,Vasudha,Channel Partner,TrueNorth Properties,Vaibhav Arora,Hansh Srivastava,Jain,46-60,Ready To Move,Yes,25L-50L,2,1660,"₹ 10,000,000.00",2nd Time,Investment,1
10/31/2025,Oct,10,1661,SUHANA JHA,2nd Time,1,{1bhk},Goregaon,B,Triangle,Channel Partner,Orion Developments,Adira Tank,Shray Amble,Gujarati,36-45,Under Construction,Yes,0-25L,4,1661,"₹ 10,000,000.00",1st Time,Investment,0
11/24/2025,Nov,11,1662,jiya mall,Fresh,1,{2bhk},Churchgate,C,Crescent,Direct,Direct,Shanaya Shetty,Vritika Bhakta,Gujarati,25-35,Under Construction,No,0-25L,0,1662,"₹ 15,000,000.00",2nd Time,Self use,0
10/24/2025,Oct,10,1663,aarna konda,Fresh,1,{1bhk},Prabhadevi,D,Woods,Channel Partner,Heritage Homes,Jhanvi Madan,Advik Chandra,Jain,36-45,Ready To Move,Yes,0-25L,4,1663,"₹ 10,000,000.00",1st Time,Self use,0
2/8/2025,Feb,2,1664,INDRANS MANGAT,2nd Time,1,{2bhk},Goregaon,D,Crescent,Channel Partner,Aspire Realty,Jhanvi Madan,Urvi Wason,Gujarati,36-45,Ready To Move,Yes,50L-75L,2,1664,"₹ 15,000,000.00",2nd Time,Investment,0
6/27/2025,Jun,6,1665,RATI SUBRAMANIAM,Fresh,1,{2bhk},Kandivali,E,Crescent,Channel Partner,Apex Realty,Vaibhav Arora,Advik Chandra,Hindu,25-35,Under Construction,Yes,75L-1Cr,3,1665,"₹ 15,000,000.00",2nd Time,Self use,0
8/9/2025,Aug,8,1666,NIRVAAN RAJAGOPAL,Fresh,1,{3bhk},Malad,E,Woods,Direct,Direct,Ahana Bhardwaj,Vritika Bhakta,Gujarati,25-35,Under Construction,No,75L-1Cr,3,1666,"₹ 20,000,000.00",1st Time,Self use,0
,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2025,Dec,12,1667,saanvi chaudhari,2nd Time,1,{2bhk},Kandivali,C,Vallia,Channel Partner,NextGen Estates,Sana Rege,Urvi Wason,Jain,46-60,Under Construction,No,0-25L,2,1667,"₹ 15,000,000.00",2nd Time,Self use,1
10/15/2025,Oct,10,1668,yuvaan dora,Fresh,1,{2bhk},Kandivali,A,Crescent,Direct,Direct,Umang Khare,Divit Sastry,Hindu,25-35,Under Construction,No,25L-50L,0,1668,"₹ 15,000,000.00",1st Time,Investment,0
10/13/2025,Oct,10,1669,kiara deshmukh,2nd Time,1,{2bhk},Kandivali,C,Triangle,Direct,Direct,Jhanvi Madan,Divit Sastry,Gujarati,25-35,Ready To Move,Yes,25L-50L,3,1669,"₹ 15,000,000.00",1st Time,Self use,0
5/4/2025,May,5,1670,SHLOK HEGDE,Fresh,1,{2bhk},Kandivali,B,Triangle,Direct,Direct,Ahana Bhardwaj,Divit Sastry,Gujarati,36-45,Under Construction,No,25L-50L,2,1670,"₹ 15,000,000.00",1st Time,Investment,0
10/5/2025,Oct,10,1671,REYANSH BATTA,Fresh,1,{1bhk},Malad,C,Crescent,Channel Partner,Aurora Builders,Jhanvi Madan,Advik Chandra,Christian,46-60,Ready To Move,Yes,50L-75L,4,1671,"₹ 10,000,000.00",1st Time,Investment,0
4/4/2025,Apr,4,1672,DIVIJ DHALIWAL,2nd Time,1,{3bhk},Wadala,D,Crescent,Channel Partner,Skyline Builders,Sana Rege,Vritika Bhakta,Hindu,25-35,Under Construction,No,25L-50L,0,1672,"₹ 20,000,000.00",2nd Time,Self use,0
8/27/2025,Aug,8,1673,ryan khalsa,Fresh,1,{1bhk},Malad,D,Woods,Direct,Direct,Vidur Srinivasan,Divit Sastry,Muslim,36-45,Ready To Move,No,75L-1Cr,4,1673,"₹ 10,000,000.00",2nd Time,Self use,0
11/28/2025,Nov,11,1674,samaira raju,Fresh,1,{2bhk},Malad,A,Crescent,Direct,Direct,Tiya Gour,Vardaniya Thakur,Marwardi,36-45,Under Construction,Yes,50L-75L,2,1674,"₹ 15,000,000.00",1st Time,Self use,1
5/27/2025,May,5,1675,jayan manne,Fresh,1,{2bhk},Nahur,C,Vasudha,Channel Partner,Infinity Realty,Damini Din,Vardaniya Thakur,Jain,36-45,Under Construction,Yes,25L-50L,3,1675,"₹ 15,000,000.00",1st Time,Self use,0
10/9/2025,Oct,10,1676,OORJA DHAR,Fresh,1,{4bhk},Goregaon,D,Crescent,Channel Partner,FirstChoice Estates,Shray Rajagopalan,Indranil Rau,Jain,61-90,Under Construction,No,50L-75L,4,1676,"₹ 15,000,000.00",1st Time,Self use,1
11/19/2025,Nov,11,1677,KAVYA SOM,2nd Time,1,{2bhk},Bhandup,C,Crescent,Direct,Direct,Vidur Srinivasan,Divit Sastry,Hindu,36-45,Under Construction,Yes,50L-75L,2,1677,"₹ 15,000,000.00",1st Time,Self use,0
4/25/2025,Apr,4,1678,divij savant,2nd Time,1,{1bhk},Malad,D,Vallia,Channel Partner,Pinnacle Properties,Tushar Ray,Vritika Bhakta,Jain,46-60,Under Construction,Yes,50L-75L,2,1678,"₹ 10,000,000.00",2nd Time,Self use,1
11/29/2025,Nov,11,1679,vritika kapadia,Fresh,1,{2bhk},Andheri,A,Vasudha,Channel Partner,UrbanRise Partners,Fateh Handa,Divit Sastry,Muslim,46-60,Under Construction,Yes,0-25L,4,1679,"₹ 15,000,000.00",1st Time,Self use,0
6/16/2025,Jun,6,1680,NIRVI WARRIOR,Fresh,1,{2bhk},Kandivali,B,Woods,Channel Partner,Summit Realty,Vidur Srinivasan,Divit Sastry,Gujarati,61-90,Under Construction,Yes,25L-50L,4,1680,"₹ 15,000,000.00",2nd Time,Investment,0
5/9/2025,May,5,1681,LAKSHIT DHALIWAL,Fresh,1,{2bhk},Malad,D,Woods,Channel Partner,Summit Realty,Shanaya Shetty,Vritika Bhakta,Jain,25-35,Under Construction,Yes,25L-50L,3,1681,"₹ 15,000,000.00",1st Time,Self use,0
9/18/2025,Sep,9,1682,VIDUR RAMANATHAN,Fresh,1,{1bhk},Churchgate,E,Crescent,Channel Partner,Skyline Builders,Ayesha Date,Shray Amble,Gujarati,36-45,Under Construction,Yes,50L-75L,4,1682,"₹ 10,000,000.00",1st Time,Self use,0
8/24/2025,Aug,8,1683,AARYAHI SOOD,Fresh,1,{1bhk},Goregaon,C,Crescent,Channel Partner,Pacific Land,Tushar Ray,Shray Amble,Marwardi,46-60,Under Construction,No,1Cr>,3,1683,"₹ 10,000,000.00",2nd Time,Investment,0
4/27/2025,Apr,4,1684,advika kata,Fresh,1,{2bhk},Malad,B,Woods,Channel Partner,Phoenix Realty,Shray Sunder,Vardaniya Thakur,Jain,46-60,Ready To Move,Yes,0-25L,2,1684,"₹ 15,000,000.00",2nd Time,Self use,0
11/3/2025,Nov,11,1685,vidur dugal,Fresh,1,{1bhk},Churchgate,A,Vallia,Channel Partner,Skyline Builders,Damini Din,Shray Amble,Gujarati,46-60,Under Construction,No,25L-50L,4,1685,"₹ 10,000,000.00",1st Time,Self use,0
11/14/2025,Nov,11,1686,ZAINA LAL,2nd Time,1,{3bhk},Kandivali,C,Triangle,Channel Partner,Allied Estates,Samar Comar,Vritika Bhakta,Hindu,25-35,Ready To Move,Yes,25L-50L,3,1686,"₹ 20,000,000.00",2nd Time,Self use,1
10/3/2025,Oct,10,1687,sahil chokshi,Fresh,1,{1bhk},Kandivali,E,Woods,Channel Partner,CapitalCity Partners,Vaibhav Arora,Urvi Wason,Gujarati,25-35,Under Construction,Yes,25L-50L,3,1687,"₹ 10,000,000.00",2nd Time,Investment,0
12/17/2025,Dec,12,1688,nirvi srinivasan,2nd Time,1,{2bhk},Powai,B,Triangle,Direct,Direct,Yakshit Balan,Advik Chandra,Hindu,46-60,Under Construction,Yes,25L-50L,3,1688,"₹ 15,000,000.00",2nd Time,Self use,0
8/16/2025,Aug,8,1689,dhanush mammen,2nd Time,1,{2bhk},Ghatkopar,B,Woods,Channel Partner,Crescent Realty,Vidur Srinivasan,Hansh Srivastava,Hindu,46-60,Under Construction,Yes,25L-50L,3,1689,"₹ 15,000,000.00",1st Time,Self use,1
7/8/2025,Jul,7,1690,IRA BAIL,2nd Time,1,{1bhk},Kandivali,B,Crescent,Direct,Direct,Jhanvi Madan,Vritika Bhakta,Muslim,25-35,Ready To Move,No,0-25L,1,1690,"₹ 10,000,000.00",1st Time,Investment,1
10/25/2025,Oct,10,1691,tara ghose,Fresh,1,{2bhk},Lower Parel,B,Crescent,Channel Partner,Infinity Realty,Jhanvi Madan,Vritika Bhakta,Gujarati,25-35,Under Construction,Yes,0-25L,0,1691,"₹ 15,000,000.00",1st Time,Investment,0
10/28/2025,Oct,10,1692,abram sharma,2nd Time,1,{1bhk},Kandivali,A,Crescent,Direct,Direct,Jhanvi Madan,Indranil Rau,Jain,36-45,Under Construction,Yes,0-25L,3,1692,"₹ 10,000,000.00",1st Time,Investment,0
3/7/2025,Mar,3,1693,RANBIR KOSHY,Fresh,1,{1bhk},Kandivali,B,Crescent,Channel Partner,Unity Homes,Mehul Rajagopalan,Advik Chandra,Gujarati,46-60,Under Construction,Yes,25L-50L,2,1693,"₹ 10,000,000.00",1st Time,Self use,0
9/4/2025,Sep,9,1694,advika seshadri,Fresh,1,{1bhk},Dadar,C,Crescent,Direct,Direct,Vidur Srinivasan,Ishaan Balay,Jain,36-45,Under Construction,Yes,25L-50L,3,1694,"₹ 10,000,000.00",2nd Time,Investment,0
3/13/2025,Mar,3,1695,PURAB BHAGAT,Fresh,1,{2bhk},Goregaon,A,Triangle,Channel Partner,Sterling Land,Damini Din,Divyansh Ramachandran,Marwardi,46-60,Under Construction,No,25L-50L,4,1695,"₹ 15,000,000.00",1st Time,Self use,0
11/25/2025,Nov,11,1696,ADVIK KAPOOR,2nd Time,1,{2bhk},Kandivali,B,Crescent,Channel Partner,Frontier Homes,Adira Tank,Ishaan Balay,Hindu,61-90,Under Construction,No,50L-75L,2,1696,"₹ 15,000,000.00",1st Time,Investment,0
6/8/2025,Jun,6,1697,AMIRA SENGUPTA,2nd Time,1,{2bhk},Malad,A,Woods,Direct,Direct,Ahana Bhardwaj,Divyansh Ramachandran,Hindu,25-35,Under Construction,Yes,50L-75L,3,1697,"₹ 15,000,000.00",1st Time,Investment,0
